date,close_price
2020-01-01,1515.651424590337
2020-01-02,1512.2180406018304
2020-01-03,1532.5630754622694
2020-01-06,1580.0121434151513
2020-01-07,1573.4028459771685
2020-01-08,1566.8217123119116
2020-01-09,1617.0920217220319
2020-01-10,1642.7208192870046
2020-01-13,1628.1178727387016
2020-01-14,1646.5989657549949
2020-01-15,1632.161003363921
2020-01-16,1617.7741650279297
2020-01-17,1626.4118583474633
2020-01-20,1564.9894307115696
2020-01-21,1511.7823618923492
2020-01-22,1495.537125692925
2020-01-23,1465.9903634054256
2020-01-24,1475.9370298133388
2020-01-27,1449.87127118777
2020-01-28,1409.6430355682
2020-01-29,1451.6686886799716
2020-01-30,1445.8394753030652
2020-01-31,1448.5150939213997
2020-02-03,1407.9639664130138
2020-02-04,1393.3385231948366
2020-02-05,1397.1262468031398
2020-02-06,1365.6631431881706
2020-02-07,1376.607513492235
2020-02-10,1360.758942580254
2020-02-11,1353.5008244810247
2020-02-12,1337.8893669783015
2020-02-13,1388.1211774165981
2020-02-14,1388.440522335405
2020-02-17,1359.7633683029846
2020-02-18,1382.8125787923746
2020-02-19,1349.7400259633962
2020-02-20,1356.0531270592685
2020-02-21,1303.5828176329621
2020-02-24,1269.6065988025025
2020-02-25,1275.240128584061
2020-02-26,1294.7121929769205
2020-02-27,1299.7970011363323
2020-02-28,1297.4405138242043
2020-03-02,1290.2759514107217
2020-03-03,1252.7670620303668
2020-03-04,1235.3575032799777
2020-03-05,1224.594110791481
2020-03-06,1251.0973208991659
2020-03-09,1260.3208679894365
2020-03-10,1216.5111024452913
2020-03-11,1225.0043929343801
2020-03-12,1216.1823454278235
2020-03-13,1200.3252248804615
2020-03-16,1215.609597072041
2020-03-17,1241.2832601530324
2020-03-18,1265.0235502305543
2020-03-19,1244.4234633928136
2020-03-20,1237.3498524108961
2020-03-23,1246.166302496228
2020-03-24,1271.1032149271616
2020-03-25,1259.557168249917
2020-03-26,1255.5099849359046
2020-03-27,1228.3574477974053
2020-03-30,1199.5842402054222
2020-03-31,1219.6778957516058
2020-04-01,1253.3712543831086
2020-04-02,1252.1928316820315
2020-04-03,1277.9512621198223
2020-04-06,1287.8333020436346
2020-04-07,1271.8610846189226
2020-04-08,1281.689915297201
2020-04-09,1321.7564793868048
2020-04-10,1321.4702916400113
2020-04-13,1363.483628949056
2020-04-14,1292.7257795346143
2020-04-15,1314.62203353778
2020-04-16,1317.5680244317643
2020-04-17,1310.3475579631024
2020-04-20,1313.407501931086
2020-04-21,1261.8544472212147
2020-04-22,1256.9414954728804
2020-04-23,1266.54735841438
2020-04-24,1304.6170880612613
2020-04-27,1291.7465129454313
2020-04-28,1271.5050103563847
2020-04-29,1259.381030963576
2020-04-30,1283.0675227338154
2020-05-01,1292.145253932523
2020-05-04,1279.100783899091
2020-05-05,1292.870749811944
2020-05-06,1296.0273596671602
2020-05-07,1321.7831815376974
2020-05-08,1303.8848336877943
2020-05-11,1295.9921020341899
2020-05-12,1286.4767166931572
2020-05-13,1249.4643969454164
2020-05-14,1257.4889640120052
2020-05-15,1264.6831909692785
2020-05-18,1265.4448706180324
2020-05-19,1260.14045136049
2020-05-20,1225.0992030715736
2020-05-21,1215.4051076791968
2020-05-22,1207.6820707557877
2020-05-25,1188.9079943148881
2020-05-26,1185.6673708726762
2020-05-27,1195.8416029000753
2020-05-28,1241.551115130948
2020-05-29,1246.5068362524833
2020-06-01,1253.550856124918
2020-06-02,1252.311196724107
2020-06-03,1204.879378785051
2020-06-04,1204.8428980388346
2020-06-05,1206.8966783017506
2020-06-08,1266.957701109131
2020-06-09,1262.7169158452411
2020-06-10,1270.9636529050204
2020-06-11,1270.7167867790054
2020-06-12,1241.6509691575332
2020-06-15,1270.6515357464702
2020-06-16,1290.3957587695825
2020-06-17,1311.4558420392793
2020-06-18,1288.259140154943
2020-06-19,1325.0465215814365
2020-06-22,1288.558687351664
2020-06-23,1304.3269628243456
2020-06-24,1362.1205329780425
2020-06-25,1335.816995902109
2020-06-26,1321.3555017611768
2020-06-29,1324.6496771023888
2020-06-30,1311.973424687861
2020-07-01,1271.9408271563238
2020-07-02,1274.3209585076436
2020-07-03,1247.8838012528638
2020-07-06,1260.3275096052025
2020-07-07,1237.7821602519539
2020-07-08,1276.7706744539087
2020-07-09,1257.408363104648
2020-07-10,1249.9378104079767
2020-07-13,1270.8996979013455
2020-07-14,1240.2490459920268
2020-07-15,1246.5113098529064
2020-07-16,1279.7219300439394
2020-07-17,1239.219160060042
2020-07-20,1244.4148059418528
2020-07-21,1251.505053284269
2020-07-22,1271.6999113069617
2020-07-23,1240.8751590763204
2020-07-24,1208.725160459572
2020-07-27,1221.9472010928177
2020-07-28,1229.8161664978593
2020-07-29,1236.5922777200583
2020-07-30,1245.7788774687963
2020-07-31,1229.4585582215489
2020-08-03,1235.7842134137236
2020-08-04,1243.6455922382029
2020-08-05,1226.49941518757
2020-08-06,1272.880091830982
2020-08-07,1285.5791817145523
2020-08-10,1255.5916718032602
2020-08-11,1272.7067325010223
2020-08-12,1248.5334073923996
2020-08-13,1268.8117025404288
2020-08-14,1298.846900974823
2020-08-17,1278.1775107077915
2020-08-18,1303.4439135182015
2020-08-19,1314.8563712115963
2020-08-20,1337.1316201749617
2020-08-21,1388.5254234657007
2020-08-24,1382.4051334237067
2020-08-25,1362.2569611333208
2020-08-26,1338.7031451381692
2020-08-27,1317.5299408243525
2020-08-28,1316.157029581928
2020-08-31,1325.7952994929328
2020-09-01,1333.794904365973
2020-09-02,1356.5276578689786
2020-09-03,1357.558670216653
2020-09-04,1397.7026053297668
2020-09-07,1391.0032257257312
2020-09-08,1467.3740090435108
2020-09-09,1486.469456136384
2020-09-10,1461.7299203302662
2020-09-11,1431.1536731729682
2020-09-14,1445.679093395153
2020-09-15,1439.9408234039017
2020-09-16,1461.2231630030788
2020-09-17,1475.7838901572088
2020-09-18,1474.372187381554
2020-09-21,1450.1395913478552
2020-09-22,1406.9298624363214
2020-09-23,1395.0690229657912
2020-09-24,1419.6612660625926
2020-09-25,1426.4499086125834
2020-09-28,1391.6234542259122
2020-09-29,1397.1393187178062
2020-09-30,1408.6047296052548
2020-10-01,1384.4089166714637
2020-10-02,1389.3574892775446
2020-10-05,1391.6696224004672
2020-10-06,1360.5527163557297
2020-10-07,1370.9687640138995
2020-10-08,1387.0306097757702
